BANK_ID,BANK_NAME,IFS_CODE,EST_YEAR
1774,BANK1774,BANK396528,2003
1775,BANK1775,BANK902402,1995
1776,BANK1776,BANK535422,1955
1777,BANK1777,BANK932993,1975
1778,BANK1778,BANK485090,2013
1779,BANK1779,BANK289679,1997
1780,BANK1780,BANK641396,1989
1781,BANK1781,BANK835766,1994
1782,BANK1782,BANK368530,2004
1783,BANK1783,BANK96947,1987
1784,BANK1784,BANK25649,1970
1785,BANK1785,BANK896488,1997
1786,BANK1786,BANK460605,1995
1787,BANK1787,BANK456581,1979
1788,BANK1788,BANK145954,1953
1789,BANK1789,BANK136971,1966
1790,BANK1790,BANK477044,2008
1791,BANK1791,BANK918324,1968
1792,BANK1792,BANK823678,1994
1793,BANK1793,BANK989967,1968
1794,BANK1794,BANK340761,1976
1795,BANK1795,BANK749965,1960
1796,BANK1796,BANK528666,1959
1797,BANK1797,BANK37737,1955
1798,BANK1798,BANK46375,1959
1799,BANK1799,BANK152910,2014
1800,BANK1800,BANK870374,1987
1801,BANK1801,BANK386213,1973
1802,BANK1802,BANK167908,2005
1803,BANK1803,BANK637178,1988
1804,BANK1804,BANK185507,1979
1805,BANK1805,BANK849502,2012
1806,BANK1806,BANK391850,1954
1807,BANK1807,BANK178893,2007
1808,BANK1808,BANK111727,1989
1809,BANK1809,BANK33805,1969
1810,BANK1810,BANK576014,1984
1811,BANK1811,BANK592876,1954
1812,BANK1812,BANK156384,1983
1813,BANK1813,BANK951672,1954
1814,BANK1814,BANK864029,2009
1815,BANK1815,BANK871808,1972
1816,BANK1816,BANK352202,1986
1817,BANK1817,BANK451695,1960
1818,BANK1818,BANK474594,1996
1819,BANK1819,BANK273721,1995
1820,BANK1820,BANK987594,1952
1821,BANK1821,BANK32638,2001
1822,BANK1822,BANK328805,1956
1823,BANK1823,BANK872998,1970
1824,BANK1824,BANK884527,1950
1825,BANK1825,BANK456481,1950
1826,BANK1826,BANK6603,1987
1827,BANK1827,BANK20392,2000
1828,BANK1828,BANK888411,1980
1829,BANK1829,BANK203052,1984
1830,BANK1830,BANK957017,1958
1831,BANK1831,BANK903757,1950
1832,BANK1832,BANK946567,1965
1833,BANK1833,BANK810141,1994
1834,BANK1834,BANK988278,1976
1835,BANK1835,BANK851527,1975
1836,BANK1836,BANK723453,1989
1837,BANK1837,BANK187991,1967
1838,BANK1838,BANK859334,1959
1839,BANK1839,BANK379411,1978
1840,BANK1840,BANK18121,1969
1841,BANK1841,BANK493282,1974
1842,BANK1842,BANK205539,1984
1843,BANK1843,BANK838466,1998
1844,BANK1844,BANK25549,1972
1845,BANK1845,BANK105383,1987
1846,BANK1846,BANK348476,1950
1847,BANK1847,BANK269735,1974
1848,BANK1848,BANK766815,1994
1849,BANK1849,BANK336318,2010
1850,BANK1850,BANK507105,1992
1851,BANK1851,BANK534871,1955
1852,BANK1852,BANK764562,1971
1853,BANK1853,BANK517967,1963
1854,BANK1854,BANK174847,1983
1855,BANK1855,BANK369889,2014
1856,BANK1856,BANK678610,1994
1857,BANK1857,BANK366026,1983
1858,BANK1858,BANK997486,1968
1859,BANK1859,BANK57972,1970
1860,BANK1860,BANK615461,1953
1861,BANK1861,BANK19569,2003
1862,BANK1862,BANK482883,1974
1863,BANK1863,BANK6375,1974
1864,BANK1864,BANK673558,2000
1865,BANK1865,BANK449302,1997
1866,BANK1866,BANK217839,1971
1867,BANK1867,BANK175251,1995
1868,BANK1868,BANK170994,1976
1869,BANK1869,BANK874740,1996
1870,BANK1870,BANK508232,1974
1871,BANK1871,BANK168820,1980
1872,BANK1872,BANK527826,1996
1873,BANK1873,BANK761877,2006
1874,BANK1874,BANK496753,1968
1875,BANK1875,BANK830099,1987
1876,BANK1876,BANK748244,1979
1877,BANK1877,BANK937463,1970
1878,BANK1878,BANK8742,1969
1879,BANK1879,BANK317813,1974
1880,BANK1880,BANK647653,1965
1881,BANK1881,BANK696990,1985
1882,BANK1882,BANK475514,1965
1883,BANK1883,BANK796772,1961
1884,BANK1884,BANK352050,1998
1885,BANK1885,BANK846189,1976
1886,BANK1886,BANK710004,1966
1887,BANK1887,BANK146618,2003
1888,BANK1888,BANK432019,1950
1889,BANK1889,BANK660734,1982
1890,BANK1890,BANK661043,1968
1891,BANK1891,BANK157414,1967
1892,BANK1892,BANK163471,1957
1893,BANK1893,BANK651896,1967
1894,BANK1894,BANK816584,2011
1895,BANK1895,BANK850002,1990
1896,BANK1896,BANK341818,1977
1897,BANK1897,BANK678754,2000
1898,BANK1898,BANK247397,1982
1899,BANK1899,BANK290348,1954
1900,BANK1900,BANK827113,2006
1901,BANK1901,BANK44168,1976
1902,BANK1902,BANK955435,2008
1903,BANK1903,BANK239865,1999
1904,BANK1904,BANK488535,2005
1905,BANK1905,BANK457402,2013
1906,BANK1906,BANK851784,1957
1907,BANK1907,BANK464076,1984
1908,BANK1908,BANK23512,1976
1909,BANK1909,BANK534817,1972
1910,BANK1910,BANK302061,2000
1911,BANK1911,BANK302396,1951
1912,BANK1912,BANK73960,1981
1913,BANK1913,BANK674693,1976
1914,BANK1914,BANK741109,1964
1915,BANK1915,BANK352094,1998
1916,BANK1916,BANK421887,1971
1917,BANK1917,BANK418244,1991
1918,BANK1918,BANK29161,1981
1919,BANK1919,BANK979551,1986
1920,BANK1920,BANK183052,1961
1921,BANK1921,BANK132500,1961
1922,BANK1922,BANK619887,1993
1923,BANK1923,BANK361900,1967
1924,BANK1924,BANK78964,1957
1925,BANK1925,BANK556332,1956
1926,BANK1926,BANK40595,1957
1927,BANK1927,BANK932771,1964
1928,BANK1928,BANK794828,1967
1929,BANK1929,BANK498865,2002
1930,BANK1930,BANK732786,1965
1931,BANK1931,BANK348976,1962
1932,BANK1932,BANK43393,1974
1933,BANK1933,BANK801677,2008
1934,BANK1934,BANK535575,1988
1935,BANK1935,BANK12446,2004
1936,BANK1936,BANK185790,1956
1937,BANK1937,BANK737838,2008
1938,BANK1938,BANK538552,1953
1939,BANK1939,BANK168288,1997
1940,BANK1940,BANK870643,1996
1941,BANK1941,BANK112360,1958
1942,BANK1942,BANK617196,1996
1943,BANK1943,BANK995458,1970
1944,BANK1944,BANK683487,1984
1945,BANK1945,BANK208303,1964
1946,BANK1946,BANK888234,1993
1947,BANK1947,BANK630290,2003
1948,BANK1948,BANK802357,1951
1949,BANK1949,BANK40826,2004
1950,BANK1950,BANK241279,1963
1951,BANK1951,BANK434880,1971
1952,BANK1952,BANK900532,1998
1953,BANK1953,BANK893789,1986
1954,BANK1954,BANK75070,1999
1955,BANK1955,BANK253163,2010
1956,BANK1956,BANK614046,2008
1957,BANK1957,BANK200058,1973
1958,BANK1958,BANK694310,1960
1959,BANK1959,BANK258570,1986
1960,BANK1960,BANK857289,2004
1961,BANK1961,BANK398482,2004
1962,BANK1962,BANK125497,2001
1963,BANK1963,BANK843215,2005
1964,BANK1964,BANK73452,1971
1965,BANK1965,BANK802223,1996
1966,BANK1966,BANK581496,1984
1967,BANK1967,BANK471295,1956
1968,BANK1968,BANK528923,1964
1969,BANK1969,BANK750108,1971
1970,BANK1970,BANK730716,1985
1971,BANK1971,BANK692926,2014
1972,BANK1972,BANK750246,2000
1973,BANK1973,BANK186943,1980
1974,BANK1974,BANK613862,1997
1975,BANK1975,BANK705143,1957
1976,BANK1976,BANK63483,1991
1977,BANK1977,BANK563745,1955
1978,BANK1978,BANK181873,1983
1979,BANK1979,BANK693449,2008
1980,BANK1980,BANK639288,1967
1981,BANK1981,BANK470196,1997
1982,BANK1982,BANK227955,1999
1983,BANK1983,BANK150717,1983
1984,BANK1984,BANK508628,2004
1985,BANK1985,BANK7794,1962
1986,BANK1986,BANK423958,2000
1987,BANK1987,BANK137259,1996
1988,BANK1988,BANK136490,1958
1989,BANK1989,BANK586442,2003
1990,BANK1990,BANK934549,1965
1991,BANK1991,BANK969131,1973
1992,BANK1992,BANK866867,1951
1993,BANK1993,BANK466017,1964
1994,BANK1994,BANK352783,2005
1995,BANK1995,BANK435750,1982
1996,BANK1996,BANK10347,1985
1997,BANK1997,BANK974962,1951
1998,BANK1998,BANK739990,1969
1999,BANK1999,BANK33244,2013
2000,BANK2000,BANK743683,2002
2001,BANK2001,BANK281293,1951
2002,BANK2002,BANK332536,1975
2003,BANK2003,BANK308378,1992
2004,BANK2004,BANK338755,2005
2005,BANK2005,BANK403264,2010
2006,BANK2006,BANK919605,1955
2007,BANK2007,BANK176094,1978
2008,BANK2008,BANK50520,1956
2009,BANK2009,BANK251008,1972
2010,BANK2010,BANK155159,1988
2011,BANK2011,BANK147641,1966
2012,BANK2012,BANK583283,1974
2013,BANK2013,BANK250075,1988
2014,BANK2014,BANK824125,2007
2015,BANK2015,BANK520007,1984
2016,BANK2016,BANK662327,2006
2017,BANK2017,BANK997558,2001
2018,BANK2018,BANK771730,1985
2019,BANK2019,BANK908071,1986
2020,BANK2020,BANK177405,1967
2021,BANK2021,BANK640811,1980
2022,BANK2022,BANK120341,2007
2023,BANK2023,BANK85547,1993
2024,BANK2024,BANK922043,1951
2025,BANK2025,BANK946463,1996
2026,BANK2026,BANK78053,2000
2027,BANK2027,BANK364242,1972
2028,BANK2028,BANK37708,2006
2029,BANK2029,BANK644535,1975
2030,BANK2030,BANK158491,1956
2031,BANK2031,BANK302721,1961
2032,BANK2032,BANK506056,2003
2033,BANK2033,BANK363069,1998
2034,BANK2034,BANK478511,1990
2035,BANK2035,BANK476102,2013
2036,BANK2036,BANK895905,1953
2037,BANK2037,BANK130762,2005
2038,BANK2038,BANK119708,1985
2039,BANK2039,BANK812632,1986
2040,BANK2040,BANK580382,1986
2041,BANK2041,BANK850541,1952
2042,BANK2042,BANK35391,2001
2043,BANK2043,BANK689342,2000
2044,BANK2044,BANK797312,1964
2045,BANK2045,BANK490813,1997
2046,BANK2046,BANK471838,1968
2047,BANK2047,BANK83968,2006
2048,BANK2048,BANK454480,1985
2049,BANK2049,BANK177772,1974
2050,BANK2050,BANK402400,2014
2051,BANK2051,BANK809249,1959
2052,BANK2052,BANK306843,1967
2053,BANK2053,BANK844981,1964
2054,BANK2054,BANK513677,1958
2055,BANK2055,BANK230771,2014
2056,BANK2056,BANK643640,2004
2057,BANK2057,BANK298157,1952
2058,BANK2058,BANK665604,2001
2059,BANK2059,BANK746970,1978
2060,BANK2060,BANK527523,1956
2061,BANK2061,BANK348804,1980
2062,BANK2062,BANK971539,1959
2063,BANK2063,BANK443242,1972
2064,BANK2064,BANK67780,1982
2065,BANK2065,BANK914323,1960
2066,BANK2066,BANK894845,1969
2067,BANK2067,BANK571145,1988
2068,BANK2068,BANK144284,1991
2069,BANK2069,BANK594395,2012
2070,BANK2070,BANK115074,1956
2071,BANK2071,BANK40004,1994
2072,BANK2072,BANK802501,1996
2073,BANK2073,BANK259978,1964
2074,BANK2074,BANK293025,1971
2075,BANK2075,BANK944525,1997
2076,BANK2076,BANK184045,1956
2077,BANK2077,BANK150749,1985
2078,BANK2078,BANK864722,1980
2079,BANK2079,BANK127722,1972
2080,BANK2080,BANK276486,1999
2081,BANK2081,BANK891364,1991
2082,BANK2082,BANK214895,2010
2083,BANK2083,BANK479912,1982
2084,BANK2084,BANK463199,1968
2085,BANK2085,BANK721583,1988
2086,BANK2086,BANK348563,2007
2087,BANK2087,BANK754907,2001
2088,BANK2088,BANK337334,1962
2089,BANK2089,BANK411083,1996
2090,BANK2090,BANK647975,1969
2091,BANK2091,BANK872483,1983
2092,BANK2092,BANK838362,2012
2093,BANK2093,BANK392415,1981
2094,BANK2094,BANK595906,1990
2095,BANK2095,BANK337823,1967
2096,BANK2096,BANK456070,1952
2097,BANK2097,BANK149505,1990
2098,BANK2098,BANK902218,1984
2099,BANK2099,BANK224831,1986
2100,BANK2100,BANK124134,1955
2101,BANK2101,BANK555592,1972
2102,BANK2102,BANK400277,1984
2103,BANK2103,BANK614179,2000
2104,BANK2104,BANK111852,1964
2105,BANK2105,BANK174729,1960
2106,BANK2106,BANK560352,1968
2107,BANK2107,BANK20924,2009
2108,BANK2108,BANK961783,1971
2109,BANK2109,BANK143284,2004
2110,BANK2110,BANK788034,2001
2111,BANK2111,BANK876988,1955
2112,BANK2112,BANK854023,1997
2113,BANK2113,BANK139930,1989
2114,BANK2114,BANK560636,2007
2115,BANK2115,BANK388812,1961
2116,BANK2116,BANK113662,1997
2117,BANK2117,BANK990253,1954
2118,BANK2118,BANK669472,1991
2119,BANK2119,BANK773268,2008
2120,BANK2120,BANK788400,1993
2121,BANK2121,BANK439532,1957
2122,BANK2122,BANK571979,2008
2123,BANK2123,BANK631159,1958
2124,BANK2124,BANK885853,2011
2125,BANK2125,BANK822586,1989
2126,BANK2126,BANK899734,2002
2127,BANK2127,BANK65974,1982
2128,BANK2128,BANK169340,1986
2129,BANK2129,BANK455385,1954
2130,BANK2130,BANK372078,1962
2131,BANK2131,BANK918982,1990
2132,BANK2132,BANK720555,1981
2133,BANK2133,BANK206972,1958
2134,BANK2134,BANK10123,2000
2135,BANK2135,BANK658033,1962
2136,BANK2136,BANK23165,2002
2137,BANK2137,BANK605508,1998
2138,BANK2138,BANK292557,1994
2139,BANK2139,BANK73051,2006
2140,BANK2140,BANK481878,1954
2141,BANK2141,BANK811476,1958
2142,BANK2142,BANK604998,1958
2143,BANK2143,BANK627847,1978
2144,BANK2144,BANK287763,1996
2145,BANK2145,BANK102994,1954
2146,BANK2146,BANK425195,1980
2147,BANK2147,BANK79561,2000
2148,BANK2148,BANK711996,1957
2149,BANK2149,BANK745048,1997
2150,BANK2150,BANK680202,2001
2151,BANK2151,BANK557689,2010
2152,BANK2152,BANK635145,1956
2153,BANK2153,BANK678054,1986
2154,BANK2154,BANK478185,1998
2155,BANK2155,BANK491495,2000
2156,BANK2156,BANK800769,1956
2157,BANK2157,BANK669806,1976
2158,BANK2158,BANK175657,1968
2159,BANK2159,BANK732515,1980
2160,BANK2160,BANK441093,1957
2161,BANK2161,BANK508668,1993
2162,BANK2162,BANK498496,1962
2163,BANK2163,BANK780519,1952
2164,BANK2164,BANK126573,1988
2165,BANK2165,BANK621944,1963
2166,BANK2166,BANK908928,1951
2167,BANK2167,BANK298247,1963
2168,BANK2168,BANK243286,2011
2169,BANK2169,BANK154984,1970
2170,BANK2170,BANK562202,1986
2171,BANK2171,BANK359402,2014
2172,BANK2172,BANK50968,1963
2173,BANK2173,BANK803537,1978
2174,BANK2174,BANK60739,1976
2175,BANK2175,BANK672637,1979
2176,BANK2176,BANK193486,1958
2177,BANK2177,BANK513825,1952
2178,BANK2178,BANK118292,2010
2179,BANK2179,BANK926147,2000
2180,BANK2180,BANK805262,1980
2181,BANK2181,BANK563570,1972
2182,BANK2182,BANK510433,1958
2183,BANK2183,BANK879484,2007
2184,BANK2184,BANK277338,2008
2185,BANK2185,BANK948573,1986
2186,BANK2186,BANK893077,1973
2187,BANK2187,BANK535634,1954
2188,BANK2188,BANK334559,2005
2189,BANK2189,BANK463813,1969
2190,BANK2190,BANK301462,1985
2191,BANK2191,BANK166617,1979
2192,BANK2192,BANK490790,1956
2193,BANK2193,BANK407189,1964
2194,BANK2194,BANK787396,1951
2195,BANK2195,BANK523780,1982
2196,BANK2196,BANK120892,2008
2197,BANK2197,BANK826692,2005
2198,BANK2198,BANK897498,1997
2199,BANK2199,BANK616821,1994
2200,BANK2200,BANK88637,1981
2201,BANK2201,BANK699605,1985
2202,BANK2202,BANK527770,2002
2203,BANK2203,BANK288145,1953
2204,BANK2204,BANK578413,1963
2205,BANK2205,BANK617301,1978
2206,BANK2206,BANK830087,1966
2207,BANK2207,BANK625861,1957
2208,BANK2208,BANK608127,2006
2209,BANK2209,BANK13096,1971
2210,BANK2210,BANK294662,1987
2211,BANK2211,BANK460234,1963
2212,BANK2212,BANK640935,1963
2213,BANK2213,BANK626546,1966
2214,BANK2214,BANK727068,1994
2215,BANK2215,BANK428954,1977
2216,BANK2216,BANK432632,1964
2217,BANK2217,BANK3267,1966
2218,BANK2218,BANK146998,1998
2219,BANK2219,BANK436913,1999
2220,BANK2220,BANK563352,1955
2221,BANK2221,BANK586480,2007
2222,BANK2222,BANK937122,2002
2223,BANK2223,BANK970946,1952
2224,BANK2224,BANK316087,1965
2225,BANK2225,BANK584788,1969
2226,BANK2226,BANK578180,1963
2227,BANK2227,BANK99857,2003
2228,BANK2228,BANK449512,1985
2229,BANK2229,BANK612015,1969
2230,BANK2230,BANK967729,1972
2231,BANK2231,BANK17674,1981
2232,BANK2232,BANK6014,2003
2233,BANK2233,BANK501941,1966
2234,BANK2234,BANK858374,1981
2235,BANK2235,BANK590005,1953
2236,BANK2236,BANK692356,1988
2237,BANK2237,BANK983784,1955
2238,BANK2238,BANK614529,1952
2239,BANK2239,BANK495651,1967
2240,BANK2240,BANK818664,1963
2241,BANK2241,BANK885938,2005
2242,BANK2242,BANK34128,1952
2243,BANK2243,BANK905996,1981
2244,BANK2244,BANK238701,1990
2245,BANK2245,BANK643059,1975
2246,BANK2246,BANK620838,1993
2247,BANK2247,BANK893844,2012
2248,BANK2248,BANK261701,1987
2249,BANK2249,BANK154038,1990
2250,BANK2250,BANK321503,1974
2251,BANK2251,BANK317193,1978
2252,BANK2252,BANK628124,2013
2253,BANK2253,BANK861871,1965
2254,BANK2254,BANK850902,1999
2255,BANK2255,BANK933683,2002
2256,BANK2256,BANK73946,1954
2257,BANK2257,BANK860206,1961
2258,BANK2258,BANK80293,1990
2259,BANK2259,BANK801541,1958
2260,BANK2260,BANK391988,1968
2261,BANK2261,BANK31977,1967
2262,BANK2262,BANK882224,1975
2263,BANK2263,BANK673124,1992
2264,BANK2264,BANK590657,2002
2265,BANK2265,BANK899903,1984
2266,BANK2266,BANK205298,1964
2267,BANK2267,BANK115900,1981
2268,BANK2268,BANK23374,1999
2269,BANK2269,BANK282264,2013
2270,BANK2270,BANK832299,1977
2271,BANK2271,BANK578498,2006
2272,BANK2272,BANK943712,2012
2273,BANK2273,BANK944579,1973
2274,BANK2274,BANK989983,1966
2275,BANK2275,BANK499134,1969
2276,BANK2276,BANK556059,1991
2277,BANK2277,BANK767940,2010
2278,BANK2278,BANK818417,1976
2279,BANK2279,BANK2093,1964
2280,BANK2280,BANK826477,1981
2281,BANK2281,BANK652404,2003
2282,BANK2282,BANK328981,1958
2283,BANK2283,BANK796558,1961
2284,BANK2284,BANK167329,2002
2285,BANK2285,BANK788366,1969
2286,BANK2286,BANK509600,1987
2287,BANK2287,BANK638719,1989
2288,BANK2288,BANK402904,1969
2289,BANK2289,BANK779238,2013
2290,BANK2290,BANK493504,1971
2291,BANK2291,BANK991147,2006
2292,BANK2292,BANK907880,1990
2293,BANK2293,BANK904123,1971
2294,BANK2294,BANK514442,1964
2295,BANK2295,BANK445019,1990
2296,BANK2296,BANK524748,1950
2297,BANK2297,BANK822973,1962
2298,BANK2298,BANK876578,2010
2299,BANK2299,BANK392672,1987
2300,BANK2300,BANK389176,2013
2301,BANK2301,BANK147534,1960
2302,BANK2302,BANK922742,1971
2303,BANK2303,BANK298035,1956
2304,BANK2304,BANK766529,1982
2305,BANK2305,BANK247192,1968
2306,BANK2306,BANK895936,1983
2307,BANK2307,BANK886026,1961
2308,BANK2308,BANK534786,1996
2309,BANK2309,BANK673413,2003
2310,BANK2310,BANK512895,1989
2311,BANK2311,BANK698673,2003
2312,BANK2312,BANK678349,2002
2313,BANK2313,BANK216196,1979
2314,BANK2314,BANK912683,1963
2315,BANK2315,BANK168249,1979
2316,BANK2316,BANK887174,1979
2317,BANK2317,BANK927711,1975
2318,BANK2318,BANK713368,1967
2319,BANK2319,BANK990261,2008
2320,BANK2320,BANK698959,1957
2321,BANK2321,BANK660576,2008
2322,BANK2322,BANK579447,1992
2323,BANK2323,BANK139199,1997
2324,BANK2324,BANK252534,1954
2325,BANK2325,BANK376691,1985
2326,BANK2326,BANK641708,2003
2327,BANK2327,BANK827994,2006
2328,BANK2328,BANK134155,2014
2329,BANK2329,BANK339580,1950
2330,BANK2330,BANK311249,1977
2331,BANK2331,BANK594077,2006
2332,BANK2332,BANK452397,1955
2333,BANK2333,BANK15788,2007
2334,BANK2334,BANK296954,1981
2335,BANK2335,BANK729283,1959
2336,BANK2336,BANK740851,1997
2337,BANK2337,BANK401415,1969
2338,BANK2338,BANK709661,2010
2339,BANK2339,BANK193832,1993
2340,BANK2340,BANK4859,1990
2341,BANK2341,BANK248106,1994
2342,BANK2342,BANK802192,2007
2343,BANK2343,BANK647601,1959
2344,BANK2344,BANK490213,1967
2345,BANK2345,BANK296279,1986
2346,BANK2346,BANK755358,1957
2347,BANK2347,BANK731729,2012
2348,BANK2348,BANK645485,2003
2349,BANK2349,BANK410569,2012
2350,BANK2350,BANK318790,1950
2351,BANK2351,BANK447565,1958
2352,BANK2352,BANK922656,1958
2353,BANK2353,BANK458247,1970
2354,BANK2354,BANK390389,1995
2355,BANK2355,BANK63530,1981
2356,BANK2356,BANK205108,1966
2357,BANK2357,BANK896787,1973
2358,BANK2358,BANK963940,1988
2359,BANK2359,BANK714436,1998
2360,BANK2360,BANK814522,1968
2361,BANK2361,BANK321137,1985
2362,BANK2362,BANK726349,1990
2363,BANK2363,BANK719200,2001
2364,BANK2364,BANK697332,2004
2365,BANK2365,BANK355508,1963
2366,BANK2366,BANK911828,1964
2367,BANK2367,BANK693849,1959
2368,BANK2368,BANK224803,2006
2369,BANK2369,BANK700216,1961
2370,BANK2370,BANK555614,1991
2371,BANK2371,BANK276267,1995
2372,BANK2372,BANK331063,1996
2373,BANK2373,BANK943291,1988
2374,BANK2374,BANK796075,2012
2375,BANK2375,BANK709116,2004
2376,BANK2376,BANK86799,1997
2377,BANK2377,BANK324878,1976
2378,BANK2378,BANK489702,1982
2379,BANK2379,BANK823951,1950
2380,BANK2380,BANK469012,1991
2381,BANK2381,BANK962977,1970
2382,BANK2382,BANK20340,1957
2383,BANK2383,BANK352065,1978
2384,BANK2384,BANK210048,2000
2385,BANK2385,BANK48328,1969
2386,BANK2386,BANK398890,1964
2387,BANK2387,BANK948239,1990
2388,BANK2388,BANK8542,1997
2389,BANK2389,BANK440082,1964
2390,BANK2390,BANK388955,1995
2391,BANK2391,BANK936214,1950
2392,BANK2392,BANK159229,1998
2393,BANK2393,BANK705074,1954
2394,BANK2394,BANK254962,1995
2395,BANK2395,BANK430646,1987
2396,BANK2396,BANK804638,1971
2397,BANK2397,BANK399930,1964
2398,BANK2398,BANK114187,1967
2399,BANK2399,BANK271939,1992
2400,BANK2400,BANK26417,2007
2401,BANK2401,BANK889070,1959
2402,BANK2402,BANK365185,1962
2403,BANK2403,BANK290416,1988
2404,BANK2404,BANK896759,1960
2405,BANK2405,BANK831524,2002
2406,BANK2406,BANK829182,2012
2407,BANK2407,BANK703936,1959
2408,BANK2408,BANK271766,2007
2409,BANK2409,BANK971068,2014
2410,BANK2410,BANK972371,2011
2411,BANK2411,BANK91585,1960
2412,BANK2412,BANK262499,1957
2413,BANK2413,BANK820700,1986
2414,BANK2414,BANK440714,1970
2415,BANK2415,BANK748576,1958
2416,BANK2416,BANK444540,1981
2417,BANK2417,BANK542359,1960
2418,BANK2418,BANK689263,1980
2419,BANK2419,BANK952177,1955
2420,BANK2420,BANK561493,1976
2421,BANK2421,BANK996883,1979
2422,BANK2422,BANK51486,1956
2423,BANK2423,BANK126957,1958
2424,BANK2424,BANK551361,2000
2425,BANK2425,BANK413136,1982
2426,BANK2426,BANK355204,1959
2427,BANK2427,BANK847571,1982
2428,BANK2428,BANK37290,2005
2429,BANK2429,BANK164714,1963
2430,BANK2430,BANK49972,1956
2431,BANK2431,BANK566084,1992
2432,BANK2432,BANK268534,2002
2433,BANK2433,BANK996470,1982
2434,BANK2434,BANK46458,1952
2435,BANK2435,BANK741431,2010
2436,BANK2436,BANK373245,1959
2437,BANK2437,BANK864504,1991
2438,BANK2438,BANK986713,1971
2439,BANK2439,BANK13490,1966
2440,BANK2440,BANK898248,2004
2441,BANK2441,BANK603780,1976
2442,BANK2442,BANK57856,1975
2443,BANK2443,BANK57275,1953
2444,BANK2444,BANK445075,1969
2445,BANK2445,BANK252968,1955
2446,BANK2446,BANK488914,1950
2447,BANK2447,BANK700564,1953
2448,BANK2448,BANK794743,2005
2449,BANK2449,BANK125619,1966
2450,BANK2450,BANK730654,1992
2451,BANK2451,BANK166440,2004
2452,BANK2452,BANK857851,1996
2453,BANK2453,BANK327485,1953
2454,BANK2454,BANK530244,1955
2455,BANK2455,BANK840686,1986
2456,BANK2456,BANK317410,1963
2457,BANK2457,BANK599736,1960
2458,BANK2458,BANK931259,1994
2459,BANK2459,BANK552423,1996
2460,BANK2460,BANK846485,2010
2461,BANK2461,BANK364207,1967
2462,BANK2462,BANK715749,1954
2463,BANK2463,BANK116545,1992
2464,BANK2464,BANK692663,2012
2465,BANK2465,BANK275147,1984
2466,BANK2466,BANK413784,2004
2467,BANK2467,BANK580386,2010
2468,BANK2468,BANK137555,1985
2469,BANK2469,BANK610981,1980
2470,BANK2470,BANK344891,1972
2471,BANK2471,BANK217980,1977
2472,BANK2472,BANK433158,2008
2473,BANK2473,BANK805754,1967
2474,BANK2474,BANK783801,1959
2475,BANK2475,BANK938125,1950
2476,BANK2476,BANK681792,2012
2477,BANK2477,BANK356150,2014
2478,BANK2478,BANK102750,1957
2479,BANK2479,BANK775863,1980
2480,BANK2480,BANK439524,1965
2481,BANK2481,BANK37459,1964
2482,BANK2482,BANK444505,1961
2483,BANK2483,BANK573496,1990
2484,BANK2484,BANK273145,1998
2485,BANK2485,BANK399011,2008
2486,BANK2486,BANK300925,2004
2487,BANK2487,BANK899489,1978
2488,BANK2488,BANK326571,1957
2489,BANK2489,BANK761239,1989
2490,BANK2490,BANK205734,1991
2491,BANK2491,BANK7818,1981
2492,BANK2492,BANK912500,1965
2493,BANK2493,BANK833161,2009
2494,BANK2494,BANK220715,1988
2495,BANK2495,BANK71462,1954
2496,BANK2496,BANK316596,1959
2497,BANK2497,BANK820819,1961
2498,BANK2498,BANK867923,1977
2499,BANK2499,BANK471367,2012
2500,BANK2500,BANK836885,2014
2501,BANK2501,BANK726047,1987
2502,BANK2502,BANK39921,2008
2503,BANK2503,BANK474888,1953
2504,BANK2504,BANK258770,1995
2505,BANK2505,BANK185001,1953
2506,BANK2506,BANK700849,1986
2507,BANK2507,BANK618537,1981
2508,BANK2508,BANK704999,1997
2509,BANK2509,BANK976078,1982
2510,BANK2510,BANK476867,2004
2511,BANK2511,BANK976803,1994
2512,BANK2512,BANK133050,1972
2513,BANK2513,BANK461688,1955
2514,BANK2514,BANK853821,1974
2515,BANK2515,BANK126745,1964
2516,BANK2516,BANK126047,1968
2517,BANK2517,BANK861475,1989
2518,BANK2518,BANK631227,1965
2519,BANK2519,BANK873635,1965
2520,BANK2520,BANK802071,2001
2521,BANK2521,BANK310962,1985
2522,BANK2522,BANK646845,1954
2523,BANK2523,BANK769951,1983
2524,BANK2524,BANK463279,2007
2525,BANK2525,BANK744874,1991
2526,BANK2526,BANK731934,1993
2527,BANK2527,BANK126953,2003
2528,BANK2528,BANK973349,2002
2529,BANK2529,BANK322816,1972
2530,BANK2530,BANK187070,2003
2531,BANK2531,BANK593584,2002
2532,BANK2532,BANK909056,1970
2533,BANK2533,BANK28669,2000
2534,BANK2534,BANK540373,1976
2535,BANK2535,BANK128772,1984
2536,BANK2536,BANK866880,2007
2537,BANK2537,BANK972255,1968
2538,BANK2538,BANK944190,1958
2539,BANK2539,BANK953658,2007
2540,BANK2540,BANK798926,2009
2541,BANK2541,BANK449618,2007
2542,BANK2542,BANK391224,1969
2543,BANK2543,BANK71460,1971
2544,BANK2544,BANK679670,1959
2545,BANK2545,BANK601466,1977
2546,BANK2546,BANK462721,2003
2547,BANK2547,BANK254781,1956
2548,BANK2548,BANK97730,1994
2549,BANK2549,BANK558560,1995
